timestamp,open,high,low,close,volume
2015-04-13,405.0499,425.6999,405.0499,424.4499,508128
2015-04-10,406.9999,413.7498,401.8999,411.3498,293826
2015-04-09,419.9998,420.2998,404.0499,406.7998,884917
2015-04-08,407.7498,421.8999,406.9999,419.2499,847035
2015-04-07,401.0498,409.9998,396.1499,404.5499,747743
2015-04-06,401.5998,408.8999,399.0499,400.9999,336267
2015-04-01,394.6999,403.9998,393.2499,401.9998,527669
2015-03-31,389.8999,395.7498,385.0999,393.8998,731293
2015-03-30,380.5999,392.8998,377.4998,389.5498,407568
2015-03-27,400.9999,404.2498,371.4998,376.1999,313614
2015-03-26,390.9498,403.5999,390.1499,398.6998,1404506
2015-03-25,387.9999,397.6499,387.6498,394.8498,920015
2015-03-24,389.9998,396.9998,382.1499,394.2999,263644
2015-03-23,381.0998,389.6999,378.1499,383.3498,574855
2015-03-20,380.9999,387.1999,377.7498,380.3499,433934
2015-03-19,385.4998,385.4998,380.0999,381.5998,119668
2015-03-18,385.9999,390.4998,381.3498,382.0998,307423
2015-03-17,390.6999,391.8999,379.4498,386.7999,947843
2015-03-16,398.0999,399.2999,386.2499,389.1499,383006
2015-03-13,398.9999,402.4499,389.8499,400.3498,637035
2015-03-12,389.9998,399.8998,386.7999,397.4998,1052673
2015-03-11,367.2498,393.9999,362.3998,389.8499,1046997
2015-03-10,342.9999,379.6998,341.4998,367.8998,819677
2015-03-09,347.9998,347.9998,339.0499,343.5499,194095
2015-03-05,351.4999,351.4999,344.0999,347.8999,147462
2015-03-04,349.9999,358.5498,349.4498,351.1498,239446
2015-03-03,349.3999,350.5999,344.0999,348.9498,157553
2015-03-02,358.7499,362.6999,346.5999,349.3999,596961
2015-02-27,355.4498,357.9999,347.5999,355.4498,151246
2015-02-26,350.9999,352.7998,346.1999,349.4498,167455
2015-02-25,349.6998,350.4999,344.9999,347.7999,125650
2015-02-24,346.4999,349.7499,340.9999,343.1499,196919
2015-02-23,349.9999,350.9499,344.9999,346.6499,145643
2015-02-20,356.9999,358.6999,348.0999,349.7499,166311
2015-02-19,356.9999,358.1499,350.4999,356.7999,126722
2015-02-18,360.9998,366.4499,350.4999,351.7999,220938
2015-02-16,355.9999,364.9999,352.2998,360.5499,164826
2015-02-13,353.9998,356.3998,349.4999,355.0999,368735
2015-02-12,357.9999,359.4998,349.5499,352.6999,872216
2015-02-11,357.9999,360.9998,348.4998,356.2999,444903
2015-02-10,354.1499,362.2499,352.6499,356.9499,183803
2015-02-09,365.9998,365.9998,353.4998,355.5999,121942
2015-02-06,364.9999,369.8999,360.4499,367.5499,156378
2015-02-05,369.9999,371.9998,359.9998,363.3998,271014
2015-02-04,373.2498,377.0998,364.9499,367.8499,279830
2015-02-03,359.0999,374.2499,359.0999,371.8499,215534
2015-02-02,372.9998,372.9998,357.4999,359.5498,294044
2015-01-30,380.1498,380.1498,366.4998,372.7498,187214
2015-01-29,373.0999,378.1499,363.2499,375.1498,263896
2015-01-28,393.4999,394.4499,371.6999,373.7499,313212
2015-01-27,382.6999,394.4499,382.2499,393.3998,292893
2015-01-23,371.9998,387.6498,371.9998,383.6999,661448
2015-01-22,370.4999,373.3499,361.6499,369.9499,211894
2015-01-21,353.2499,369.9999,353.2499,369.0499,392458
2015-01-20,350.9499,357.0998,348.2999,354.9999,152633
2015-01-19,343.9999,352.3999,343.4999,350.2499,258125
2015-01-16,347.7999,349.1499,339.2999,342.5499,564925
2015-01-15,348.9999,352.1499,343.4498,349.1499,124998
2015-01-14,346.9999,347.9998,344.6999,346.3499,141700
2015-01-13,350.9999,351.9999,344.4999,346.4999,70831
2015-01-12,352.9999,354.9999,347.2498,349.5499,181218
2015-01-09,362.9999,364.8999,353.8499,356.3998,370863
2015-01-08,359.9998,362.8499,355.2499,361.1499,134067
2015-01-07,354.4998,357.9999,350.4999,355.1998,276687
2015-01-06,357.1999,357.1999,348.5999,354.3999,875282
2015-01-05,365.9998,366.0999,355.2499,357.1999,244520
2015-01-02,363.9999,366.9998,362.0999,364.8499,234878
2015-01-01,357.9999,364.5998,351.8999,362.9499,217227
2014-12-31,348.5999,353.9499,348.5999,352.8499,175010
2014-12-30,352.9999,353.5498,347.2998,349.6498,80243
2014-12-29,352.9999,359.3499,350.1999,351.5998,112329
2014-12-26,356.0999,356.5499,349.6498,354.4499,177207
2014-12-24,357.0998,357.0998,350.9999,354.1999,388818
2014-12-23,349.9999,356.5499,349.8499,355.1499,248784
2014-12-22,343.0999,350.7499,343.0999,349.2499,279928
2014-12-19,348.4998,348.4998,336.8499,342.8499,737091
2014-12-18,343.9999,349.1998,343.6998,348.1999,204293
2014-12-17,346.5999,349.4498,340.6499,343.1499,559715
2014-12-16,346.4999,351.8498,341.0999,350.0999,342989
2014-12-15,344.2999,351.3999,341.4499,350.0499,197893
2014-12-12,344.9999,351.3498,344.9999,347.7999,389638
2014-12-11,351.1999,357.2999,342.3499,343.6998,239845
2014-12-10,359.9998,361.9999,349.2999,353.4998,316725
2014-12-09,368.9999,371.9499,352.9999,354.2498,435269
2014-12-08,366.9998,374.4999,366.9498,369.9499,265684
2014-12-05,370.9999,375.7499,365.1499,367.6998,246110
2014-12-04,377.9998,382.3498,368.7999,369.8498,270070
2014-12-03,384.9998,386.1998,376.5498,377.6999,298351
2014-12-02,376.5498,385.7498,376.5498,384.2998,2910621
2014-12-01,382.9999,385.5999,376.4499,377.6499,94609
2014-11-28,389.9998,390.4998,378.6499,381.9499,347337
2014-11-27,391.9999,393.9999,383.9998,385.8499,180587
2014-11-26,404.6998,404.6998,391.5999,393.3498,140005
2014-11-25,405.9999,408.1999,398.5999,403.1499,335549
2014-11-24,402.6999,403.8499,396.5999,398.6498,91892
2014-11-21,398.0999,402.2498,394.9999,400.7499,137001
2014-11-20,401.9998,404.9999,393.9499,397.5499,230683
2014-11-19,400.0998,407.6999,395.1499,401.9998,258089
2014-11-18,391.5499,403.6998,391.4998,398.4498,530009
2014-11-17,388.6999,394.5998,385.2999,392.2999,102945
2014-11-14,388.9999,393.9999,386.9999,388.2499,143518
2014-11-13,389.9499,390.7999,378.1499,389.7998,1106676
2014-11-12,384.9998,388.7998,383.4998,387.1498,122961
2014-11-11,393.8498,393.8498,383.2499,384.6998,186744
2014-11-10,390.9998,394.4999,385.9999,390.2998,169231
2014-11-07,384.9998,391.9999,379.0499,390.4998,316279
2014-11-05,399.9999,399.9999,382.7998,385.2999,528994
2014-11-03,400.9999,403.5999,394.0998,395.9998,290204
2014-10-31,412.9999,414.9498,396.0999,398.2999,621400
2014-10-30,404.9999,409.6998,401.3999,407.4999,217351
2014-10-29,408.7498,410.9498,403.2498,405.1498,92180
2014-10-28,415.7999,415.7999,400.5998,408.4499,343999
2014-10-27,409.9998,416.9999,409.9998,413.1999,234846
2014-10-22,411.7999,414.6999,407.1999,409.3999,90299
2014-10-21,402.3999,414.8999,402.3999,410.8499,240754
2014-10-20,396.9998,403.1499,396.9998,401.6999,499473
2014-10-17,393.8998,399.8998,390.2498,396.1999,202922
2014-10-16,397.9998,401.6499,384.0999,388.1498,309231
2014-10-14,392.9999,400.4499,392.9999,398.4498,111380
2014-10-13,392.9999,393.4999,379.9999,391.6998,102488
2014-10-10,403.8999,403.8999,390.5498,392.2999,141141
2014-10-09,401.4999,407.2499,400.9999,404.2498,242395
2014-10-08,401.9998,406.2999,397.2999,399.5998,141592
2014-10-07,402.9998,405.3498,399.8498,403.4498,240066
2014-10-01,403.8499,407.0998,401.5998,403.1499,339923
2014-09-30,405.9999,408.7998,400.9999,404.2498,359899
2014-09-29,405.9999,405.9999,399.8498,403.0498,311449
2014-09-26,406.9999,408.4998,401.9998,405.0499,517248
2014-09-25,403.9998,417.8498,399.4999,406.7998,226505
2014-09-24,405.9999,408.1999,395.5498,403.8499,197935
2014-09-23,414.9998,414.9998,405.1998,406.5498,172440
2014-09-22,414.9998,417.8998,409.7999,415.0999,292350
2014-09-19,414.9998,419.8999,408.9998,414.8499,166554
2014-09-18,414.0498,418.7998,411.7999,415.7999,165265
2014-09-17,414.9998,418.0499,412.2499,414.0498,201258
2014-09-16,413.6999,417.1998,409.9998,412.5998,280964
2014-09-15,412.5998,413.9499,408.3999,411.4498,400372
2014-09-12,409.8499,415.1499,407.1499,413.1499,556762
2014-09-11,407.9998,413.6999,402.3999,405.6498,672846
2014-09-10,406.9999,411.5998,403.5999,407.7998,530358
2014-09-09,402.7998,410.7999,399.9499,406.0499,408269
2014-09-08,404.9999,407.4499,401.6499,403.1998,675171
2014-09-05,404.0499,407.8498,395.9998,400.5498,376678
2014-09-04,405.9999,407.9998,398.9999,405.3498,698968
2014-09-03,391.9999,408.2498,391.4998,403.1499,841630
2014-09-02,377.9998,394.0499,377.0498,391.8999,481665
2014-09-01,371.4998,377.9998,370.3999,375.9499,380744
2014-08-28,369.4999,372.7999,368.4498,369.6999,187967
2014-08-27,368.4999,373.5499,366.9998,368.9999,307958
2014-08-26,368.9999,375.4999,365.7998,367.9999,100736
2014-08-25,364.9999,370.1999,364.9999,369.0998,335990
2014-08-22,371.3499,372.1499,364.1999,365.1999,406428
2014-08-21,372.5999,374.9999,368.4999,371.0999,448696
2014-08-20,379.9999,385.6998,373.5499,374.0499,277233
2014-08-19,375.9499,383.9998,375.5998,376.8999,1178719
2014-08-18,364.9999,376.6499,363.8498,376.3498,226428
2014-08-14,367.4999,369.7499,363.4499,365.5498,421023
2014-08-13,370.9999,377.8999,365.5498,368.2999,174460
2014-08-12,376.9999,377.9998,368.8998,369.8999,135616
2014-08-11,375.2999,378.8999,372.9498,376.1999,168365
2014-08-08,364.9999,374.9999,361.6998,373.6998,290389
2014-08-07,368.9999,370.8999,363.4999,366.0498,370747
2014-08-06,374.9999,377.2998,365.4998,367.4498,208166
2014-08-05,377.5498,379.9999,373.5499,374.4999,134475
2014-08-04,382.9999,386.6998,373.5499,376.8498,253282
2014-08-01,371.9998,386.7999,369.9999,379.5499,473185
2014-07-31,373.3999,375.0499,370.3498,372.5999,358252
2014-07-30,359.7998,373.8998,358.4999,372.9998,789164
2014-07-28,356.1998,356.6999,350.9999,354.3499,206998
2014-07-25,355.9999,357.6499,351.4999,354.6499,183925
2014-07-24,354.9999,355.8499,351.0499,354.4998,277931
2014-07-23,354.9999,356.4999,349.9999,354.2498,243431
2014-07-22,338.9999,356.0999,338.9999,353.2499,634688
2014-07-21,336.6998,340.5498,334.5498,337.0499,159069
2014-07-18,336.9999,339.1499,334.1999,336.1999,119182
2014-07-17,335.9998,339.6499,334.9999,336.4999,71124
2014-07-16,333.4999,337.9999,329.9998,336.2498,126554
2014-07-15,331.9999,334.9999,329.9998,334.0999,99731
2014-07-14,334.9999,335.9998,326.7499,332.0499,191670
2014-07-11,334.9999,336.9999,330.6499,335.3999,220823
2014-07-10,344.9999,345.5499,329.3999,334.6499,450218
2014-07-09,340.9999,344.2999,338.2499,340.0498,759184
2014-07-08,343.9999,346.9999,337.5999,339.6499,152376
2014-07-07,339.9999,346.9999,339.7499,344.5999,387389
2014-07-04,341.4998,345.1999,337.4999,338.4999,1494370
2014-07-03,338.9999,340.9999,335.9998,337.3499,422660
2014-07-02,336.1499,339.8498,335.9998,338.4999,1270224
2014-07-01,336.9999,341.4499,334.7998,335.3999,160866
2014-06-30,332.4999,338.0999,332.4999,336.8999,218396
2014-06-27,338.6498,339.2999,329.4998,331.5999,379925
2014-06-26,336.9999,340.6999,335.4499,338.6498,292802
2014-06-25,339.9999,339.9999,332.0999,336.3499,1110254
2014-06-24,342.4498,345.2499,339.2999,340.9499,244198
2014-06-23,339.3498,342.5999,337.9999,340.8999,142425
2014-06-20,338.9999,339.7499,334.0498,338.2999,268144
2014-06-19,341.9998,344.8498,336.0999,337.4999,203280
2014-06-18,339.9999,344.6999,335.9998,339.6499,244816
2014-06-17,332.9999,340.1499,332.9999,339.2499,376598
2014-06-16,332.9999,335.3499,328.0999,333.2499,201801
2014-06-13,343.8998,343.8998,329.3499,332.9999,431629
2014-06-12,351.3999,352.1499,339.6999,341.5499,449338
2014-06-11,364.9999,364.9999,350.0999,354.1999,403001
2014-06-10,362.4999,366.9998,356.5999,361.1499,766661
2014-06-09,356.7999,363.4499,353.4499,356.4499,672214
2014-06-06,357.9999,366.7498,351.3999,355.7999,881306
2014-06-05,354.9999,360.1999,351.3999,355.9498,426426
2014-06-04,359.9998,360.9998,351.2999,353.4499,238569
2014-06-03,364.9999,366.2498,355.5499,359.1499,350054
2014-06-02,345.9999,364.7998,341.6499,361.2999,584148
2014-05-30,339.9999,346.4999,337.9999,343.9999,218118
2014-05-29,344.9999,348.9999,335.4998,338.0999,408940
2014-05-28,336.3999,344.0499,334.7998,341.7498,377254
2014-05-27,339.9999,339.9999,333.4999,335.6999,159683
2014-05-26,346.1999,348.7999,335.9998,338.1999,260921
2014-05-23,333.3999,347.4998,332.9999,342.3999,390806
2014-05-22,338.5499,339.9999,331.4498,332.3998,293989
2014-05-21,349.4498,349.9999,337.0999,340.6999,373614
2014-05-20,338.9999,349.8499,338.9999,347.7498,836247
2014-05-19,334.9999,343.9999,331.9999,338.2999,374235
2014-05-16,324.9999,344.1498,324.9999,332.2499,922186
2014-05-15,324.9999,325.7499,318.6998,321.5499,139017
2014-05-14,324.6998,325.0499,320.5999,323.4499,149167
2014-05-13,319.9999,325.4999,315.1499,319.8998,274504
2014-05-12,312.9999,319.7999,310.8999,317.7498,227400
2014-05-09,308.4999,313.7999,303.9999,310.0498,288537
2014-05-08,310.9998,315.2999,307.1499,307.8998,259368
2014-05-07,312.9999,316.0999,305.6999,310.9499,287908
2014-05-06,320.0499,322.9999,313.5999,315.2499,149378
2014-05-05,326.9999,327.4499,319.1499,320.7499,127852
2014-05-02,327.9999,330.9999,322.1499,325.6999,224111
2014-04-30,339.9999,342.7999,323.7999,327.6499,383823
2014-04-29,339.5998,341.1999,330.8999,335.1499,477463
2014-04-28,341.4499,343.3499,334.9499,337.8998,98771
2014-04-25,339.1499,345.3999,337.1499,341.0498,194874
2014-04-23,336.9999,341.3499,335.0498,339.0998,171092
2014-04-22,334.8999,337.6999,331.9999,335.2999,124642
2014-04-21,325.4999,335.7498,324.9999,334.8499,185252
2014-04-17,324.5499,326.7499,321.2999,325.0999,130971
2014-04-16,325.9999,329.9998,321.4999,323.2999,172750
2014-04-15,321.9999,329.8999,321.2999,324.6499,171906
2014-04-11,317.9999,322.9999,316.4999,321.8999,149196
2014-04-10,319.2499,324.6499,316.9999,319.6498,162368
2014-04-09,318.5999,321.4999,316.9999,320.1999,84804
2014-04-07,311.9999,325.9999,311.9999,317.6999,55191
2014-04-04,321.9999,321.9999,315.3999,316.2499,141218
2014-04-03,326.9999,327.7999,320.0999,321.8499,262490
2014-04-02,318.2499,328.4999,318.2499,326.0999,330926
2014-04-01,317.9999,321.1999,312.0999,315.5499,160946
2014-03-31,317.9999,326.9999,316.2998,318.8999,374728
2014-03-28,310.9998,318.9999,309.6999,317.4998,380297
2014-03-27,300.3499,315.5999,299.7999,310.6999,955582
2014-03-26,296.2499,299.4499,294.9999,298.7499,317984
2014-03-25,294.4999,296.9999,289.7999,295.1499,258861
2014-03-24,294.9999,297.5999,292.4999,294.0499,169980
2014-03-21,299.9999,299.9999,291.6499,292.3499,285340
2014-03-20,300.3999,304.0999,293.9999,295.3499,169432
2014-03-19,296.2999,301.7999,295.6498,299.2999,187414
2014-03-18,295.9999,299.0499,293.9999,295.2999,118052
2014-03-14,301.9999,302.4999,290.5998,295.0999,279429
2014-03-13,300.1998,303.8999,298.0999,300.8999,98498
2014-03-12,304.9998,306.9999,298.2499,299.7999,325229
2014-03-11,304.9998,306.3999,298.9998,302.8498,220000
2014-03-10,302.0499,309.8999,301.4999,304.9499,261679
2014-03-07,288.4999,305.1999,287.5999,301.3998,731254
2014-03-06,283.4999,286.5499,283.4999,285.7998,230261
2014-03-05,290.9999,290.9999,282.2999,282.7999,368622
2014-03-04,289.7999,290.6999,285.8499,287.5999,283370
2014-03-03,289.6999,290.4999,285.2999,286.4999,194113
2014-02-28,289.9999,292.1499,283.6999,287.4999,278399
2014-02-26,289.9499,291.9499,285.4999,288.1499,400782
2014-02-25,284.0999,289.2999,284.0999,287.3499,895489
2014-02-24,288.4999,291.9999,282.0999,282.8999,529458
2014-02-21,297.1999,298.3499,286.5499,288.1998,571663
2014-02-20,302.9999,303.4999,296.0999,296.8498,300814
2014-02-19,302.9999,305.4998,301.7499,302.8498,174955
2014-02-18,306.9999,311.9999,299.3999,302.1999,461227
2014-02-17,309.9999,310.7499,303.0998,305.0999,191869
2014-02-14,302.5998,317.4998,302.0999,305.1999,528367
2014-02-13,307.9999,309.8499,301.1499,302.5998,150785
2014-02-12,305.9999,308.9499,301.5999,308.1499,798647
2014-02-11,304.9998,307.7999,299.7999,305.3499,1360874
2014-02-10,315.8499,315.8499,305.5999,307.3998,431765
2014-02-07,315.9999,318.2999,307.4999,315.4999,460311
2014-02-06,314.4499,319.2999,311.9999,315.2499,433925
2014-02-05,317.9999,317.9999,311.3999,314.4499,220056
2014-02-04,303.9999,317.6499,299.5499,316.4499,878075
2014-02-03,314.4999,314.4999,304.2998,305.9499,235519
2014-01-31,310.8999,316.3999,309.0998,315.1499,210506
2014-01-30,302.8999,310.9998,300.8999,308.3999,849634
2014-01-29,309.9999,314.7999,291.2499,301.6498,807969
2014-01-28,307.9999,309.7499,301.9999,306.2999,238660
2014-01-27,309.8999,312.1999,303.9999,307.0499,251126
2014-01-24,313.8998,314.2499,308.0499,313.2999,161597
2014-01-23,310.9998,315.8999,306.7999,314.6499,196053
2014-01-22,304.9998,311.8999,304.9998,309.7499,271179
2014-01-21,310.9998,310.9998,302.5998,304.9998,445327
2014-01-20,312.9999,312.9999,307.4999,308.7499,229135
2014-01-17,316.9999,318.4498,306.6998,311.1999,354303
2014-01-16,332.0499,332.0499,313.9999,315.4999,1328937
2014-01-15,329.9998,332.8498,329.2498,331.5499,78698
2014-01-14,329.9998,330.8999,326.4499,328.6999,65551
2014-01-13,333.9999,333.9999,329.0999,331.2499,59482
2014-01-10,329.9998,332.9999,327.7999,330.5999,76086
2014-01-09,332.7499,332.9999,327.5998,329.1999,139736
2014-01-08,333.6999,333.8498,327.9999,332.5499,98313
2014-01-07,329.5499,334.3999,326.9999,331.6498,116369
2014-01-06,329.7999,330.2498,325.6999,328.7998,73330
2014-01-03,328.9999,330.4999,324.2499,328.8499,152011
2014-01-02,339.6999,339.6999,325.9499,328.0999,1075403
2014-01-01,331.9999,338.9999,330.4999,337.5999,160946
2013-12-31,329.5999,332.9999,326.1999,330.4498,136136
2013-12-30,329.9998,333.5499,329.1499,329.5999,252869
2013-12-27,330.4999,331.0999,327.9499,328.7998,87365
2013-12-26,328.8999,330.7499,324.9999,329.2999,500447
2013-12-24,328.9999,331.9999,324.3999,325.4999,208842
2013-12-23,327.7999,330.1499,325.6498,328.2499,241540
2013-12-20,324.9999,329.5999,319.8998,327.8999,368210
2013-12-19,328.9999,329.8999,318.5999,323.3499,196125
2013-12-18,328.9999,331.8499,324.1499,327.9499,248994
2013-12-17,313.4499,329.4998,313.4499,327.3999,437623
2013-12-16,321.9999,323.6999,312.2499,313.9999,193776
2013-12-13,325.0999,329.4998,320.1999,321.0499,210268
2013-12-12,328.8999,328.9999,315.8999,323.4998,690073
2013-12-11,336.9999,339.9999,326.4999,328.1499,243264
2013-12-10,337.5499,341.6999,333.2499,335.3499,185444
2013-12-09,338.9999,342.9498,334.8999,336.6998,621781
2013-12-06,335.9998,335.9998,330.9999,332.1498,505404
2013-12-05,337.9999,339.4999,333.8999,335.4499,333672
2013-12-04,333.6999,336.4999,330.9999,332.2499,268045
2013-12-03,331.8998,333.7999,329.5999,330.6499,180166
2013-12-02,327.9999,335.1999,327.9999,332.2999,473778
2013-11-29,324.9999,329.4998,324.4498,327.1999,256074
2013-11-28,325.7999,326.1498,321.6999,323.6499,178883
2013-11-27,327.9999,328.9999,318.8999,321.7999,276028
2013-11-26,335.9499,340.3999,324.9999,327.5499,239362
2013-11-25,335.9998,341.3999,330.5499,336.6998,156350
2013-11-22,339.9999,346.5498,334.9999,336.3499,216337
2013-11-21,341.9998,344.0499,334.9999,337.5499,103239
2013-11-20,350.9999,352.7499,340.9999,343.1499,189185
2013-11-19,346.0998,353.9998,346.0998,351.7499,514473
2013-11-18,341.1999,346.9999,340.4999,345.0499,923761
2013-11-14,334.9999,344.4999,334.9999,339.0998,187958
2013-11-13,335.9998,338.9999,328.6499,332.1999,313424
2013-11-12,340.3499,351.4499,336.0999,337.4999,126016
2013-11-11,340.9999,346.3999,339.2499,340.1999,316215
2013-11-08,348.2498,352.6499,342.8499,343.9999,438360
2013-11-07,355.4498,358.3999,341.9998,348.2498,421462
2013-11-06,359.5999,364.4999,352.8999,355.4498,452762
2013-11-05,361.9999,365.3999,356.1998,359.6499,154203
2013-11-01,359.9998,373.4999,359.9998,366.2498,412970
2013-10-31,356.3499,369.8498,355.9999,364.6499,1414430
2013-10-30,339.9499,363.9999,334.9999,359.0498,1858344
2013-10-29,342.9999,344.9999,336.2999,341.1999,131788
2013-10-28,342.9999,347.9998,337.5499,339.7999,118092
2013-10-25,350.2499,350.2499,342.2498,343.6498,407351
2013-10-24,346.6999,356.8998,346.6999,349.8499,145047
2013-10-23,351.9999,354.6998,345.6999,347.8999,218436
2013-10-22,351.7499,355.6998,349.4999,352.0998,1101613
2013-10-21,353.9998,359.2998,350.8998,352.5498,275789
2013-10-18,349.9999,359.2998,349.2999,356.5999,752144
2013-10-17,339.4999,349.8998,339.4999,348.6998,363266
2013-10-15,336.4498,343.9999,334.1999,339.0499,291359
2013-10-14,336.2999,338.5999,331.7999,332.6498,195758
2013-10-11,331.9999,337.4999,331.7499,334.5498,191184
2013-10-10,329.1499,336.3999,329.1499,332.4999,248345
2013-10-09,331.7999,334.9999,323.1499,333.8999,559243
2013-10-08,324.9999,334.3499,323.0499,331.4999,606050
2013-10-07,326.2999,326.2999,319.9999,322.5498,381802
2013-10-04,323.9998,331.5999,319.9999,328.1499,338474
2013-10-03,320.9999,325.2999,314.6999,324.2499,519929
2013-10-01,319.5999,324.1499,309.2499,321.9499,257074
2013-09-30,322.9999,322.9999,311.9999,318.2499,470200
2013-09-27,338.3499,338.3499,323.5499,325.0999,391262
2013-09-26,337.4999,337.9999,329.4998,334.5999,229106
2013-09-25,330.4999,339.0998,325.4999,336.2498,301743
2013-09-24,333.9999,335.7999,327.9999,329.9998,315004
2013-09-23,341.9998,341.9998,330.0999,335.0498,267982
2013-09-20,354.3499,354.3499,341.5499,344.3499,383198
2013-09-19,345.9999,358.7499,342.9999,354.1499,1639528
2013-09-18,339.1999,340.9999,333.7499,337.3499,161689
2013-09-17,338.6999,340.6999,326.1498,337.2999,247818
2013-09-16,326.9999,339.5998,326.7999,335.3999,275883
2013-09-13,325.7499,332.1999,316.6499,325.7999,386349
2013-09-12,336.3999,339.9999,324.6499,328.9999,161053
2013-09-11,338.9999,344.8998,329.9998,335.4499,502387
2013-09-10,322.9999,350.9999,321.6499,339.0998,736074
2013-09-06,302.1999,317.8999,298.4499,313.5499,574796
2013-09-05,300.3499,308.9999,294.6999,297.2999,264621
2013-09-04,285.9999,299.0499,280.9999,297.4499,278616
2013-09-03,305.9999,306.9999,283.1499,284.9999,452760
2013-09-02,302.9999,303.9999,295.2499,300.5499,202116
2013-08-30,300.9999,302.1999,290.4999,298.5499,219525
2013-08-29,293.2498,300.6499,289.9999,298.9499,327586
2013-08-28,292.9998,292.9998,279.2499,287.7499,291071
2013-08-27,305.8999,306.1998,291.4999,294.2499,212313
2013-08-26,307.4999,316.6499,304.7999,306.9999,174461
2013-08-23,313.9999,314.1999,303.5999,308.5998,348463
2013-08-22,299.9999,316.7499,295.5999,313.4499,346324
2013-08-21,320.5499,323.1499,294.7499,298.5999,373633
2013-08-20,312.1499,324.4498,301.9999,318.6998,346043
2013-08-19,333.0998,333.7499,307.6999,317.3499,338021
2013-08-16,346.0998,348.2999,331.3499,335.8499,503090
2013-08-14,345.9999,351.6499,339.9999,342.6998,315467
2013-08-13,340.0998,349.3499,333.9999,346.3999,284661
2013-08-12,337.0999,344.2999,333.3999,341.8999,172468
2013-08-08,328.9999,339.8498,324.3499,337.3999,248650
2013-08-07,322.9999,332.7999,320.5999,326.7999,236171
2013-08-06,335.9998,337.6999,318.2499,323.3999,329329
2013-08-05,344.4999,346.2998,335.2498,336.5999,155011
2013-08-02,342.9999,349.2999,339.4499,344.6999,322488
2013-08-01,344.9999,353.9998,339.9999,343.6998,1489803
2013-07-31,313.3499,348.2999,312.6998,344.8998,1255782
2013-07-30,333.9999,334.8999,317.3999,321.4499,160416
2013-07-29,336.0999,346.6999,331.2499,333.9999,354349
2013-07-26,337.0999,339.9999,331.1998,337.3499,262734
2013-07-25,336.0999,340.8999,333.0998,336.6998,373988
2013-07-24,327.9999,338.4999,327.2499,337.2999,306913
2013-07-23,334.8999,337.1998,328.8499,330.0999,198558
2013-07-22,327.0998,336.7999,326.4999,335.4998,242413
2013-07-19,323.9998,333.8498,317.9999,330.0499,480565
2013-07-18,314.9999,324.7999,313.9999,322.5498,206638
2013-07-17,324.9999,327.4999,312.0499,315.8499,454205
2013-07-16,309.6999,323.2498,308.1999,321.2499,445200
2013-07-15,305.2999,316.2499,302.4999,314.6999,469380
2013-07-12,301.9999,306.4498,297.0499,304.9499,244301
2013-07-11,292.1999,300.9499,292.1999,299.9999,174272
2013-07-10,292.9998,293.9999,289.3499,290.3999,146199
2013-07-09,293.4999,296.9999,290.1999,291.9499,245108
2013-07-08,295.7999,307.7999,289.5999,293.4499,545300
2013-07-05,303.9999,305.9999,293.1999,295.5499,246969
2013-07-04,294.2999,303.3999,294.1499,301.2499,213578
2013-07-03,303.6499,306.6499,283.7999,294.2499,444754
2013-07-02,295.8999,305.3999,291.9999,302.7499,313094
2013-07-01,292.3499,301.0499,291.0999,295.3499,154359
2013-06-28,280.9999,292.9499,280.9999,291.3999,167779
2013-06-27,286.9998,288.1998,278.0999,281.0999,178789
2013-06-26,292.4499,292.4499,277.0999,278.4499,340350
2013-06-25,285.9999,297.9999,279.9999,295.3998,369928
2013-06-24,289.9999,290.7999,281.5499,283.0999,97397
2013-06-21,288.9999,295.4999,286.4499,292.5499,181547
2013-06-20,294.9999,294.9999,286.7999,288.5999,419072
2013-06-19,291.9999,301.7499,291.5999,299.6999,287586
2013-06-18,299.9999,301.4999,289.9499,291.4499,288475
2013-06-17,291.2999,298.3999,289.5499,296.3999,190318
2013-06-14,290.8999,292.3999,286.6499,289.0999,192415
2013-06-13,275.9999,288.4999,275.3999,287.5999,213168
2013-06-12,277.8999,281.7999,274.6999,277.9499,270435
2013-06-11,283.7999,283.7999,274.4999,278.5499,307713
2013-06-10,288.9999,291.0499,280.9999,283.9999,268454
2013-06-07,293.4999,296.7999,285.9999,288.3499,282787
2013-06-06,301.9999,302.9999,292.2999,295.4499,349458
2013-06-05,307.8998,307.8998,300.1998,301.9999,136180
2013-06-04,302.9999,308.2999,302.4999,304.0999,71589
2013-06-03,302.4999,308.0999,298.7499,303.6499,128382
2013-05-31,314.9999,316.3999,296.1499,300.5499,253094
2013-05-30,306.6998,319.0999,305.9999,315.8999,188101
2013-05-29,315.0998,315.7499,309.5999,314.2999,151504
2013-05-28,311.7999,317.2498,310.9998,314.1999,143916
2013-05-27,300.7999,313.8998,300.7499,309.1499,178121
2013-05-24,303.4999,304.8999,294.7999,299.2498,280555
2013-05-23,309.8999,309.8999,299.0999,300.5999,227223
2013-05-22,305.6999,313.7499,305.6999,311.7999,182738
2013-05-21,307.9999,310.9998,303.2999,304.9499,172311
2013-05-20,316.0999,319.4499,307.0499,307.9999,186630
2013-05-17,322.0498,323.5499,312.6998,315.6499,202643
